REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2021/08/01 00:30:00,4897.23,80.92,TRADE
VIC1,2021/08/01 01:00:00,4705.81,107.83,TRADE
VIC1,2021/08/01 01:30:00,4538.53,104.64,TRADE
VIC1,2021/08/01 02:00:00,4350.44,52.14,TRADE
VIC1,2021/08/01 02:30:00,4170.25,37.81,TRADE
VIC1,2021/08/01 03:00:00,4073.41,36.22,TRADE
VIC1,2021/08/01 03:30:00,3961.8,21.50,TRADE
VIC1,2021/08/01 04:00:00,3941.72,9.39,TRADE
VIC1,2021/08/01 04:30:00,3879.34,10.80,TRADE
VIC1,2021/08/01 05:00:00,3897.16,29.59,TRADE
VIC1,2021/08/01 05:30:00,3942.25,26.68,TRADE
VIC1,2021/08/01 06:00:00,4024.65,37.61,TRADE
VIC1,2021/08/01 06:30:00,4106.58,39.93,TRADE
VIC1,2021/08/01 07:00:00,4258.86,63.70,TRADE
VIC1,2021/08/01 07:30:00,4388.35,61.40,TRADE
VIC1,2021/08/01 08:00:00,4597.79,44.69,TRADE
VIC1,2021/08/01 08:30:00,4762.36,64.06,TRADE
VIC1,2021/08/01 09:00:00,4728.55,46.09,TRADE
VIC1,2021/08/01 09:30:00,4565.64,46.63,TRADE
VIC1,2021/08/01 10:00:00,4374.69,27.44,TRADE
VIC1,2021/08/01 10:30:00,4137.82,34.36,TRADE
VIC1,2021/08/01 11:00:00,3867.42,8.91,TRADE
VIC1,2021/08/01 11:30:00,3647.58,-24.68,TRADE
VIC1,2021/08/01 12:00:00,3527.03,-18.51,TRADE
VIC1,2021/08/01 12:30:00,3518.24,-26.69,TRADE
VIC1,2021/08/01 13:00:00,3420.21,-35.90,TRADE
VIC1,2021/08/01 13:30:00,3454.22,-10.95,TRADE
VIC1,2021/08/01 14:00:00,3494.87,-16.93,TRADE
VIC1,2021/08/01 14:30:00,3618.57,-5.18,TRADE
VIC1,2021/08/01 15:00:00,3779.46,1.98,TRADE
VIC1,2021/08/01 15:30:00,3974.16,-16.53,TRADE
VIC1,2021/08/01 16:00:00,4299.77,-4.06,TRADE
VIC1,2021/08/01 16:30:00,4733.15,53.99,TRADE
VIC1,2021/08/01 17:00:00,5198.27,64.79,TRADE
VIC1,2021/08/01 17:30:00,5737.18,115.88,TRADE
VIC1,2021/08/01 18:00:00,6219.47,280.80,TRADE
VIC1,2021/08/01 18:30:00,6526.06,269.71,TRADE
VIC1,2021/08/01 19:00:00,6486.59,218.20,TRADE
VIC1,2021/08/01 19:30:00,6374.46,218.15,TRADE
VIC1,2021/08/01 20:00:00,6245.71,136.04,TRADE
VIC1,2021/08/01 20:30:00,6115.84,122.17,TRADE
VIC1,2021/08/01 21:00:00,5945.47,92.67,TRADE
VIC1,2021/08/01 21:30:00,5768.26,116.92,TRADE
VIC1,2021/08/01 22:00:00,5562.21,97.18,TRADE
VIC1,2021/08/01 22:30:00,5348.45,109.81,TRADE
VIC1,2021/08/01 23:00:00,5168.5,94.43,TRADE
VIC1,2021/08/01 23:30:00,5223.98,97.93,TRADE
VIC1,2021/08/02 00:00:00,5147.52,83.72,TRADE
VIC1,2021/08/02 00:30:00,4944.52,67.17,TRADE
VIC1,2021/08/02 01:00:00,4732.65,58.21,TRADE
VIC1,2021/08/02 01:30:00,4598.84,43.54,TRADE
VIC1,2021/08/02 02:00:00,4456.52,30.81,TRADE
VIC1,2021/08/02 02:30:00,4316.32,11.24,TRADE
VIC1,2021/08/02 03:00:00,4197.81,8.99,TRADE
VIC1,2021/08/02 03:30:00,4104.46,8.95,TRADE
VIC1,2021/08/02 04:00:00,4044.48,5.67,TRADE
VIC1,2021/08/02 04:30:00,4082.66,2.54,TRADE
VIC1,2021/08/02 05:00:00,3876.35,-10.76,TRADE
VIC1,2021/08/02 05:30:00,4130.96,6.23,TRADE
VIC1,2021/08/02 06:00:00,4570.84,6.13,TRADE
VIC1,2021/08/02 06:30:00,5058.61,-2.46,TRADE
VIC1,2021/08/02 07:00:00,5587.76,28.12,TRADE
VIC1,2021/08/02 07:30:00,6123.93,76.70,TRADE
VIC1,2021/08/02 08:00:00,6498.33,78.42,TRADE
VIC1,2021/08/02 08:30:00,6599.07,41.55,TRADE
VIC1,2021/08/02 09:00:00,6344.2,9.10,TRADE
VIC1,2021/08/02 09:30:00,6068.56,-22.04,TRADE
VIC1,2021/08/02 10:00:00,5720.41,-28.98,TRADE
VIC1,2021/08/02 10:30:00,5340.83,-27.65,TRADE
VIC1,2021/08/02 11:00:00,5030.82,-21.08,TRADE
VIC1,2021/08/02 11:30:00,4793.65,-26.69,TRADE
VIC1,2021/08/02 12:00:00,4592.12,-29.57,TRADE
VIC1,2021/08/02 12:30:00,4464.83,-28.51,TRADE
VIC1,2021/08/02 13:00:00,4382.02,-29.85,TRADE
VIC1,2021/08/02 13:30:00,4432.88,-31.02,TRADE
VIC1,2021/08/02 14:00:00,4461.82,-34.06,TRADE
VIC1,2021/08/02 14:30:00,4451.53,-28.98,TRADE
VIC1,2021/08/02 15:00:00,4447.59,-20.33,TRADE
VIC1,2021/08/02 15:30:00,4611.02,-30.73,TRADE
VIC1,2021/08/02 16:00:00,4852.6,-25.08,TRADE
VIC1,2021/08/02 16:30:00,5260.23,33.97,TRADE
VIC1,2021/08/02 17:00:00,5698.12,28.13,TRADE
VIC1,2021/08/02 17:30:00,6198.91,67.29,TRADE
VIC1,2021/08/02 18:00:00,6636.64,119.84,TRADE
VIC1,2021/08/02 18:30:00,6914.27,110.31,TRADE
VIC1,2021/08/02 19:00:00,6844.66,81.74,TRADE
VIC1,2021/08/02 19:30:00,6675.07,70.10,TRADE
VIC1,2021/08/02 20:00:00,6514.67,75.45,TRADE
VIC1,2021/08/02 20:30:00,6357.96,70,TRADE
VIC1,2021/08/02 21:00:00,6187.8,63.43,TRADE
VIC1,2021/08/02 21:30:00,6001.41,63.85,TRADE
VIC1,2021/08/02 22:00:00,5780.58,48.95,TRADE
VIC1,2021/08/02 22:30:00,5446.17,12.54,TRADE
VIC1,2021/08/02 23:00:00,5165.9,36.73,TRADE
VIC1,2021/08/02 23:30:00,5255.05,57.78,TRADE
VIC1,2021/08/03 00:00:00,5160.12,60.42,TRADE
VIC1,2021/08/03 00:30:00,4967.14,33.44,TRADE
VIC1,2021/08/03 01:00:00,4853.5,43.59,TRADE
VIC1,2021/08/03 01:30:00,4699.53,35.64,TRADE
VIC1,2021/08/03 02:00:00,4540.92,18.80,TRADE
VIC1,2021/08/03 02:30:00,4422.2,28.40,TRADE
VIC1,2021/08/03 03:00:00,4336.54,32.23,TRADE
VIC1,2021/08/03 03:30:00,4267.23,13.06,TRADE
VIC1,2021/08/03 04:00:00,4260.22,5.16,TRADE
VIC1,2021/08/03 04:30:00,4242.7,2,TRADE
VIC1,2021/08/03 05:00:00,4348.9,8.16,TRADE
VIC1,2021/08/03 05:30:00,4488.03,8.57,TRADE
VIC1,2021/08/03 06:00:00,4787.56,23.28,TRADE
VIC1,2021/08/03 06:30:00,5247.67,35.12,TRADE
VIC1,2021/08/03 07:00:00,5742.28,27.19,TRADE
VIC1,2021/08/03 07:30:00,6160.21,74.34,TRADE
VIC1,2021/08/03 08:00:00,6469.65,111.65,TRADE
VIC1,2021/08/03 08:30:00,6579.04,62.89,TRADE
VIC1,2021/08/03 09:00:00,6419.17,43.52,TRADE
VIC1,2021/08/03 09:30:00,6202.48,53.50,TRADE
VIC1,2021/08/03 10:00:00,5793.7,29.83,TRADE
VIC1,2021/08/03 10:30:00,5567.54,20.76,TRADE
VIC1,2021/08/03 11:00:00,5326.91,8.14,TRADE
VIC1,2021/08/03 11:30:00,5363.52,7.46,TRADE
VIC1,2021/08/03 12:00:00,5400.11,18.70,TRADE
VIC1,2021/08/03 12:30:00,5369.95,1.57,TRADE
VIC1,2021/08/03 13:00:00,5222.89,-15.44,TRADE
VIC1,2021/08/03 13:30:00,5137.12,0.81,TRADE
VIC1,2021/08/03 14:00:00,5060.96,-0.45,TRADE
VIC1,2021/08/03 14:30:00,4928.98,-27.22,TRADE
VIC1,2021/08/03 15:00:00,5031.43,0.08,TRADE
VIC1,2021/08/03 15:30:00,5236.79,-8.78,TRADE
VIC1,2021/08/03 16:00:00,5536.58,12.36,TRADE
VIC1,2021/08/03 16:30:00,5858.97,26.05,TRADE
VIC1,2021/08/03 17:00:00,6223.54,67.88,TRADE
VIC1,2021/08/03 17:30:00,6583.2,60.10,TRADE
VIC1,2021/08/03 18:00:00,6946.68,108.11,TRADE
VIC1,2021/08/03 18:30:00,7197.61,98.80,TRADE
VIC1,2021/08/03 19:00:00,7047.18,70,TRADE
VIC1,2021/08/03 19:30:00,6862.21,64.92,TRADE
VIC1,2021/08/03 20:00:00,6697.35,68.41,TRADE
VIC1,2021/08/03 20:30:00,6448.1,65.90,TRADE
VIC1,2021/08/03 21:00:00,6269.76,67.13,TRADE
VIC1,2021/08/03 21:30:00,6047.27,46.68,TRADE
VIC1,2021/08/03 22:00:00,5834.54,41.27,TRADE
VIC1,2021/08/03 22:30:00,5558.3,53.73,TRADE
VIC1,2021/08/03 23:00:00,5320.23,36.63,TRADE
VIC1,2021/08/03 23:30:00,5373.73,39.98,TRADE
VIC1,2021/08/04 00:00:00,5275,48.12,TRADE
VIC1,2021/08/04 00:30:00,5056.92,51.99,TRADE
VIC1,2021/08/04 01:00:00,4853.62,38.05,TRADE
VIC1,2021/08/04 01:30:00,4718.21,18.37,TRADE
VIC1,2021/08/04 02:00:00,4550.88,14.56,TRADE
VIC1,2021/08/04 02:30:00,4442.65,8.02,TRADE
VIC1,2021/08/04 03:00:00,4301.32,-15.41,TRADE
VIC1,2021/08/04 03:30:00,4222.37,-9.91,TRADE
VIC1,2021/08/04 04:00:00,4188.15,-15.80,TRADE
VIC1,2021/08/04 04:30:00,4185.98,-7.31,TRADE
VIC1,2021/08/04 05:00:00,4289.07,-3.08,TRADE
VIC1,2021/08/04 05:30:00,4480.1,17.73,TRADE
VIC1,2021/08/04 06:00:00,4684.08,21.29,TRADE
VIC1,2021/08/04 06:30:00,5132.76,41.21,TRADE
VIC1,2021/08/04 07:00:00,5631.92,63.49,TRADE
VIC1,2021/08/04 07:30:00,6080.5,77.09,TRADE
VIC1,2021/08/04 08:00:00,6446.57,82.61,TRADE
VIC1,2021/08/04 08:30:00,6597.85,168.40,TRADE
VIC1,2021/08/04 09:00:00,6499.51,100.98,TRADE
VIC1,2021/08/04 09:30:00,6359.85,90.14,TRADE
VIC1,2021/08/04 10:00:00,6113.52,98.57,TRADE
VIC1,2021/08/04 10:30:00,5766.06,92.74,TRADE
VIC1,2021/08/04 11:00:00,5474.57,35.70,TRADE
VIC1,2021/08/04 11:30:00,5363.39,54.01,TRADE
VIC1,2021/08/04 12:00:00,5245.57,27.62,TRADE
VIC1,2021/08/04 12:30:00,5182.59,6.50,TRADE
VIC1,2021/08/04 13:00:00,5071.46,1.49,TRADE
VIC1,2021/08/04 13:30:00,5110.64,26.28,TRADE
VIC1,2021/08/04 14:00:00,5167.09,22.84,TRADE
VIC1,2021/08/04 14:30:00,5290.26,65.44,TRADE
VIC1,2021/08/04 15:00:00,5282.55,23.05,TRADE
VIC1,2021/08/04 15:30:00,5390.07,64.32,TRADE
VIC1,2021/08/04 16:00:00,5617.73,63.54,TRADE
VIC1,2021/08/04 16:30:00,5886.19,58.54,TRADE
VIC1,2021/08/04 17:00:00,6202.06,63,TRADE
VIC1,2021/08/04 17:30:00,6484.37,80.57,TRADE
VIC1,2021/08/04 18:00:00,6757.41,160.87,TRADE
VIC1,2021/08/04 18:30:00,6831.32,131.30,TRADE
VIC1,2021/08/04 19:00:00,6805.56,139.79,TRADE
VIC1,2021/08/04 19:30:00,6647.2,91.85,TRADE
VIC1,2021/08/04 20:00:00,6461.32,91.88,TRADE
VIC1,2021/08/04 20:30:00,6274.47,95.66,TRADE
VIC1,2021/08/04 21:00:00,6081.46,79.58,TRADE
VIC1,2021/08/04 21:30:00,5867.43,83.30,TRADE
VIC1,2021/08/04 22:00:00,5614.6,85.25,TRADE
VIC1,2021/08/04 22:30:00,5350.13,74.16,TRADE
VIC1,2021/08/04 23:00:00,5084.55,71.54,TRADE
VIC1,2021/08/04 23:30:00,5182.56,65.21,TRADE
VIC1,2021/08/05 00:00:00,5055.47,65.84,TRADE
VIC1,2021/08/05 00:30:00,4835.97,48.04,TRADE
VIC1,2021/08/05 01:00:00,4727.71,35.42,TRADE
VIC1,2021/08/05 01:30:00,4546.82,9.80,TRADE
VIC1,2021/08/05 02:00:00,4344.27,4.80,TRADE
VIC1,2021/08/05 02:30:00,4247.8,2.63,TRADE
VIC1,2021/08/05 03:00:00,4187.44,-2.54,TRADE
VIC1,2021/08/05 03:30:00,4170.32,-9.02,TRADE
VIC1,2021/08/05 04:00:00,4150.52,-1.93,TRADE
VIC1,2021/08/05 04:30:00,4196.87,-0.09,TRADE
VIC1,2021/08/05 05:00:00,4247.14,10.72,TRADE
VIC1,2021/08/05 05:30:00,4452.6,27.71,TRADE
VIC1,2021/08/05 06:00:00,4630.25,19.56,TRADE
VIC1,2021/08/05 06:30:00,5108.96,45.86,TRADE
VIC1,2021/08/05 07:00:00,5619.65,70.76,TRADE
VIC1,2021/08/05 07:30:00,6042.12,81.59,TRADE
VIC1,2021/08/05 08:00:00,6394.52,102.51,TRADE
VIC1,2021/08/05 08:30:00,6398.68,90.57,TRADE
VIC1,2021/08/05 09:00:00,6284.77,73.66,TRADE
VIC1,2021/08/05 09:30:00,6133.87,66.29,TRADE
VIC1,2021/08/05 10:00:00,5790.63,53.57,TRADE
VIC1,2021/08/05 10:30:00,5577.18,33.87,TRADE
VIC1,2021/08/05 11:00:00,5397.58,10.84,TRADE
VIC1,2021/08/05 11:30:00,5220.97,2.16,TRADE
VIC1,2021/08/05 12:00:00,5137.35,2,TRADE
VIC1,2021/08/05 12:30:00,5077.48,-0.30,TRADE
VIC1,2021/08/05 13:00:00,5057.5,7.48,TRADE
VIC1,2021/08/05 13:30:00,5184.17,15.89,TRADE
VIC1,2021/08/05 14:00:00,5188.51,4.55,TRADE
VIC1,2021/08/05 14:30:00,5140.44,7.52,TRADE
VIC1,2021/08/05 15:00:00,5162.23,30.11,TRADE
VIC1,2021/08/05 15:30:00,5324.66,21.80,TRADE
VIC1,2021/08/05 16:00:00,5490.84,35.22,TRADE
VIC1,2021/08/05 16:30:00,5753.57,46.82,TRADE
VIC1,2021/08/05 17:00:00,6036.98,65.06,TRADE
VIC1,2021/08/05 17:30:00,6246.72,69.79,TRADE
VIC1,2021/08/05 18:00:00,6416.19,94.07,TRADE
VIC1,2021/08/05 18:30:00,6337.44,85.32,TRADE
VIC1,2021/08/05 19:00:00,6235.24,85.44,TRADE
VIC1,2021/08/05 19:30:00,6158.32,87.66,TRADE
VIC1,2021/08/05 20:00:00,6178.22,85.36,TRADE
VIC1,2021/08/05 20:30:00,6012.02,94.79,TRADE
VIC1,2021/08/05 21:00:00,5862.82,81.61,TRADE
VIC1,2021/08/05 21:30:00,5643.76,77.35,TRADE
VIC1,2021/08/05 22:00:00,5393.05,70.49,TRADE
VIC1,2021/08/05 22:30:00,5154.57,68.22,TRADE
VIC1,2021/08/05 23:00:00,4987.19,61.31,TRADE
VIC1,2021/08/05 23:30:00,5104.96,65.11,TRADE
VIC1,2021/08/06 00:00:00,4995.87,64.95,TRADE
VIC1,2021/08/06 00:30:00,4804.56,61.78,TRADE
VIC1,2021/08/06 01:00:00,4651.36,53.07,TRADE
VIC1,2021/08/06 01:30:00,4507.4,43.92,TRADE
VIC1,2021/08/06 02:00:00,4282.67,26.71,TRADE
VIC1,2021/08/06 02:30:00,4137.02,20.44,TRADE
VIC1,2021/08/06 03:00:00,4114.02,16.93,TRADE
VIC1,2021/08/06 03:30:00,4083.29,9.75,TRADE
VIC1,2021/08/06 04:00:00,4062.5,11.69,TRADE
VIC1,2021/08/06 04:30:00,3961.96,3.25,TRADE
VIC1,2021/08/06 05:00:00,3970.36,9.48,TRADE
VIC1,2021/08/06 05:30:00,4220.32,17.02,TRADE
VIC1,2021/08/06 06:00:00,4339.89,18.06,TRADE
VIC1,2021/08/06 06:30:00,4682.32,31.80,TRADE
VIC1,2021/08/06 07:00:00,5229.11,76.18,TRADE
VIC1,2021/08/06 07:30:00,5501.72,70,TRADE
VIC1,2021/08/06 08:00:00,5798.24,77.91,TRADE
VIC1,2021/08/06 08:30:00,6018.38,93.78,TRADE
VIC1,2021/08/06 09:00:00,6111.22,91.41,TRADE
VIC1,2021/08/06 09:30:00,6064.13,99.69,TRADE
VIC1,2021/08/06 10:00:00,5875.53,90.52,TRADE
VIC1,2021/08/06 10:30:00,5730.1,82.15,TRADE
VIC1,2021/08/06 11:00:00,5540.01,55.62,TRADE
VIC1,2021/08/06 11:30:00,5573.21,75.39,TRADE
VIC1,2021/08/06 12:00:00,5552.26,55.65,TRADE
VIC1,2021/08/06 12:30:00,5645.71,75.25,TRADE
VIC1,2021/08/06 13:00:00,5707.73,32.62,TRADE
VIC1,2021/08/06 13:30:00,5732.2,37.87,TRADE
VIC1,2021/08/06 14:00:00,5762.57,47.79,TRADE
VIC1,2021/08/06 14:30:00,5801.63,66.31,TRADE
VIC1,2021/08/06 15:00:00,5796.96,66.17,TRADE
VIC1,2021/08/06 15:30:00,5821.36,39.16,TRADE
VIC1,2021/08/06 16:00:00,5945.77,83.89,TRADE
VIC1,2021/08/06 16:30:00,5988.83,82.45,TRADE
VIC1,2021/08/06 17:00:00,6235.21,90.62,TRADE
VIC1,2021/08/06 17:30:00,6447.2,85.30,TRADE
VIC1,2021/08/06 18:00:00,6650.37,152.93,TRADE
VIC1,2021/08/06 18:30:00,6575.06,123,TRADE
VIC1,2021/08/06 19:00:00,6572.48,119.24,TRADE
VIC1,2021/08/06 19:30:00,6339.15,84.44,TRADE
VIC1,2021/08/06 20:00:00,6234.11,79.79,TRADE
VIC1,2021/08/06 20:30:00,6031.56,93.26,TRADE
VIC1,2021/08/06 21:00:00,5876,84.61,TRADE
VIC1,2021/08/06 21:30:00,5729.61,80.84,TRADE
VIC1,2021/08/06 22:00:00,5544.86,78.82,TRADE
VIC1,2021/08/06 22:30:00,5358.06,98.58,TRADE
VIC1,2021/08/06 23:00:00,5162.77,99.30,TRADE
VIC1,2021/08/06 23:30:00,5291.28,88.47,TRADE
VIC1,2021/08/07 00:00:00,5215.44,82.31,TRADE
VIC1,2021/08/07 00:30:00,4983.64,82.53,TRADE
VIC1,2021/08/07 01:00:00,4736.03,78.47,TRADE
VIC1,2021/08/07 01:30:00,4582.64,75.96,TRADE
VIC1,2021/08/07 02:00:00,4396.77,61.76,TRADE
VIC1,2021/08/07 02:30:00,4225.17,42.96,TRADE
VIC1,2021/08/07 03:00:00,4160.99,35.44,TRADE
VIC1,2021/08/07 03:30:00,4054.26,40.28,TRADE
VIC1,2021/08/07 04:00:00,3984.1,36.46,TRADE
VIC1,2021/08/07 04:30:00,4010.5,39.22,TRADE
VIC1,2021/08/07 05:00:00,3997.38,37.34,TRADE
VIC1,2021/08/07 05:30:00,4112.5,40.18,TRADE
VIC1,2021/08/07 06:00:00,4176.22,38.51,TRADE
VIC1,2021/08/07 06:30:00,4326.72,45.33,TRADE
VIC1,2021/08/07 07:00:00,4548.74,65.46,TRADE
VIC1,2021/08/07 07:30:00,4636.5,67.41,TRADE
VIC1,2021/08/07 08:00:00,4793.79,67.25,TRADE
VIC1,2021/08/07 08:30:00,4968.59,67.25,TRADE
VIC1,2021/08/07 09:00:00,5042.54,75.54,TRADE
VIC1,2021/08/07 09:30:00,5020.4,62.18,TRADE
VIC1,2021/08/07 10:00:00,5021.87,62.72,TRADE
VIC1,2021/08/07 10:30:00,4855.16,29.86,TRADE
VIC1,2021/08/07 11:00:00,4823.4,31.27,TRADE
VIC1,2021/08/07 11:30:00,4725.49,18.44,TRADE
VIC1,2021/08/07 12:00:00,4665.17,13.48,TRADE
VIC1,2021/08/07 12:30:00,4727.21,20.08,TRADE
VIC1,2021/08/07 13:00:00,4661.84,9.40,TRADE
VIC1,2021/08/07 13:30:00,4670.92,3.21,TRADE
VIC1,2021/08/07 14:00:00,4608.14,6.11,TRADE
VIC1,2021/08/07 14:30:00,4517.99,5.11,TRADE
VIC1,2021/08/07 15:00:00,4704.26,32.82,TRADE
VIC1,2021/08/07 15:30:00,4815.71,56.65,TRADE
VIC1,2021/08/07 16:00:00,5009.7,66.12,TRADE
VIC1,2021/08/07 16:30:00,5240.96,66.52,TRADE
VIC1,2021/08/07 17:00:00,5549.9,81.66,TRADE
VIC1,2021/08/07 17:30:00,5866.4,79.94,TRADE
VIC1,2021/08/07 18:00:00,6181.33,225.23,TRADE
VIC1,2021/08/07 18:30:00,6419.69,282.28,TRADE
VIC1,2021/08/07 19:00:00,6330.27,198.62,TRADE
VIC1,2021/08/07 19:30:00,6168.08,129.29,TRADE
VIC1,2021/08/07 20:00:00,6031.35,131.97,TRADE
VIC1,2021/08/07 20:30:00,5838.84,158.23,TRADE
VIC1,2021/08/07 21:00:00,5740.77,129.22,TRADE
VIC1,2021/08/07 21:30:00,5642.82,141.08,TRADE
VIC1,2021/08/07 22:00:00,5488.47,112.71,TRADE
VIC1,2021/08/07 22:30:00,5389.4,109.34,TRADE
VIC1,2021/08/07 23:00:00,5338.59,97.24,TRADE
VIC1,2021/08/07 23:30:00,5418.53,101.80,TRADE
VIC1,2021/08/08 00:00:00,5332.84,95.02,TRADE
VIC1,2021/08/08 00:30:00,5133.65,108.95,TRADE
VIC1,2021/08/08 01:00:00,4921.86,90.90,TRADE
VIC1,2021/08/08 01:30:00,4789.28,95.32,TRADE
VIC1,2021/08/08 02:00:00,4585.78,90.22,TRADE
VIC1,2021/08/08 02:30:00,4442.58,70.48,TRADE
VIC1,2021/08/08 03:00:00,4341.11,63.91,TRADE
VIC1,2021/08/08 03:30:00,4242.56,72.85,TRADE
VIC1,2021/08/08 04:00:00,4194.92,66.81,TRADE
VIC1,2021/08/08 04:30:00,4187.66,60.22,TRADE
VIC1,2021/08/08 05:00:00,4199.56,62.07,TRADE
VIC1,2021/08/08 05:30:00,4205.45,58.23,TRADE
VIC1,2021/08/08 06:00:00,4265.77,56.62,TRADE
VIC1,2021/08/08 06:30:00,4414.3,63.45,TRADE
VIC1,2021/08/08 07:00:00,4495.42,70.56,TRADE
VIC1,2021/08/08 07:30:00,4585.95,70,TRADE
VIC1,2021/08/08 08:00:00,4749.88,65.21,TRADE
VIC1,2021/08/08 08:30:00,4803.78,53.19,TRADE
VIC1,2021/08/08 09:00:00,4706.73,40.90,TRADE
VIC1,2021/08/08 09:30:00,4595.45,57.86,TRADE
VIC1,2021/08/08 10:00:00,4428.95,42.49,TRADE
VIC1,2021/08/08 10:30:00,4198.44,25.44,TRADE
VIC1,2021/08/08 11:00:00,3981.11,15.59,TRADE
VIC1,2021/08/08 11:30:00,3873.7,17.88,TRADE
VIC1,2021/08/08 12:00:00,3817.98,18.16,TRADE
VIC1,2021/08/08 12:30:00,3905.08,38.05,TRADE
VIC1,2021/08/08 13:00:00,4074.18,38.71,TRADE
VIC1,2021/08/08 13:30:00,4126.19,35.35,TRADE
VIC1,2021/08/08 14:00:00,4289.11,51.61,TRADE
VIC1,2021/08/08 14:30:00,4339.1,53.44,TRADE
VIC1,2021/08/08 15:00:00,4451.65,61.02,TRADE
VIC1,2021/08/08 15:30:00,4582.05,66.30,TRADE
VIC1,2021/08/08 16:00:00,4723.84,87.29,TRADE
VIC1,2021/08/08 16:30:00,4987.81,85.20,TRADE
VIC1,2021/08/08 17:00:00,5396.38,87.87,TRADE
VIC1,2021/08/08 17:30:00,5840.74,106.12,TRADE
VIC1,2021/08/08 18:00:00,6215.87,220.36,TRADE
VIC1,2021/08/08 18:30:00,6477.76,299.50,TRADE
VIC1,2021/08/08 19:00:00,6375.01,207.40,TRADE
VIC1,2021/08/08 19:30:00,6196.7,117.91,TRADE
VIC1,2021/08/08 20:00:00,5992.88,105.06,TRADE
VIC1,2021/08/08 20:30:00,5867.68,99.85,TRADE
VIC1,2021/08/08 21:00:00,5721.16,79.58,TRADE
VIC1,2021/08/08 21:30:00,5531.39,92.06,TRADE
VIC1,2021/08/08 22:00:00,5325.47,86.70,TRADE
VIC1,2021/08/08 22:30:00,5115.15,93.66,TRADE
VIC1,2021/08/08 23:00:00,4934.88,81.83,TRADE
VIC1,2021/08/08 23:30:00,5018.19,77.80,TRADE
VIC1,2021/08/09 00:00:00,4950.06,75.69,TRADE
VIC1,2021/08/09 00:30:00,4779.16,76.50,TRADE
VIC1,2021/08/09 01:00:00,4646.83,70.47,TRADE
VIC1,2021/08/09 01:30:00,4513.47,67.09,TRADE
VIC1,2021/08/09 02:00:00,4337.19,62.51,TRADE
VIC1,2021/08/09 02:30:00,4238.92,51.29,TRADE
VIC1,2021/08/09 03:00:00,4161.54,40.98,TRADE
VIC1,2021/08/09 03:30:00,4120.37,34.51,TRADE
VIC1,2021/08/09 04:00:00,4108.45,34.27,TRADE
VIC1,2021/08/09 04:30:00,4139.98,39.28,TRADE
VIC1,2021/08/09 05:00:00,4213.51,46.20,TRADE
VIC1,2021/08/09 05:30:00,4390.96,39.46,TRADE
VIC1,2021/08/09 06:00:00,4633.53,35.09,TRADE
VIC1,2021/08/09 06:30:00,5023.3,56.58,TRADE
VIC1,2021/08/09 07:00:00,5456.78,80.59,TRADE
VIC1,2021/08/09 07:30:00,5843.21,93.32,TRADE
VIC1,2021/08/09 08:00:00,6158.28,86.21,TRADE
VIC1,2021/08/09 08:30:00,6372.55,88.72,TRADE
VIC1,2021/08/09 09:00:00,6519.36,230.72,TRADE
VIC1,2021/08/09 09:30:00,6493.33,112.02,TRADE
VIC1,2021/08/09 10:00:00,6321.3,76.19,TRADE
VIC1,2021/08/09 10:30:00,6129.38,95.09,TRADE
VIC1,2021/08/09 11:00:00,5971.25,63.75,TRADE
VIC1,2021/08/09 11:30:00,5874.95,64.57,TRADE
VIC1,2021/08/09 12:00:00,5689.24,57.75,TRADE
VIC1,2021/08/09 12:30:00,5613.58,42.82,TRADE
VIC1,2021/08/09 13:00:00,5451.39,35.54,TRADE
VIC1,2021/08/09 13:30:00,5269.51,44.95,TRADE
VIC1,2021/08/09 14:00:00,5041.29,35.18,TRADE
VIC1,2021/08/09 14:30:00,4848.18,31.99,TRADE
VIC1,2021/08/09 15:00:00,4957.03,29.17,TRADE
VIC1,2021/08/09 15:30:00,5131.87,40.92,TRADE
VIC1,2021/08/09 16:00:00,5301.78,55.32,TRADE
VIC1,2021/08/09 16:30:00,5468.8,66.66,TRADE
VIC1,2021/08/09 17:00:00,5794.44,67.05,TRADE
VIC1,2021/08/09 17:30:00,6175.03,101.98,TRADE
VIC1,2021/08/09 18:00:00,6533.09,178.16,TRADE
VIC1,2021/08/09 18:30:00,6675.69,169.74,TRADE
VIC1,2021/08/09 19:00:00,6580.45,152.06,TRADE
VIC1,2021/08/09 19:30:00,6384.4,76.65,TRADE
VIC1,2021/08/09 20:00:00,6241.66,78.65,TRADE
VIC1,2021/08/09 20:30:00,6035.64,71.67,TRADE
VIC1,2021/08/09 21:00:00,5845.51,63.97,TRADE
VIC1,2021/08/09 21:30:00,5676.87,72.40,TRADE
VIC1,2021/08/09 22:00:00,5447,70.46,TRADE
VIC1,2021/08/09 22:30:00,5246.27,71.50,TRADE
VIC1,2021/08/09 23:00:00,5030.35,61.11,TRADE
VIC1,2021/08/09 23:30:00,5126.75,67.46,TRADE
VIC1,2021/08/10 00:00:00,5031.25,68.84,TRADE
VIC1,2021/08/10 00:30:00,4804.56,38.65,TRADE
VIC1,2021/08/10 01:00:00,4654.16,-4.50,TRADE
VIC1,2021/08/10 01:30:00,4510.71,8.96,TRADE
