REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2021/08/20 00:30:00,4661.79,-2.80,TRADE
VIC1,2021/08/20 01:00:00,4513.66,8.61,TRADE
VIC1,2021/08/20 01:30:00,4403.55,-5.42,TRADE
VIC1,2021/08/20 02:00:00,4279.91,-5.98,TRADE
VIC1,2021/08/20 02:30:00,4160.47,-15.73,TRADE
VIC1,2021/08/20 03:00:00,4026.17,-19.50,TRADE
VIC1,2021/08/20 03:30:00,3973.1,-26.76,TRADE
VIC1,2021/08/20 04:00:00,3929.43,-20.68,TRADE
VIC1,2021/08/20 04:30:00,3915.98,-30.94,TRADE
VIC1,2021/08/20 05:00:00,3962.82,-28.92,TRADE
VIC1,2021/08/20 05:30:00,4151.98,-18.86,TRADE
VIC1,2021/08/20 06:00:00,4416.01,-14.97,TRADE
VIC1,2021/08/20 06:30:00,4866.31,-8.21,TRADE
VIC1,2021/08/20 07:00:00,5240.85,26.07,TRADE
VIC1,2021/08/20 07:30:00,5557.47,51.84,TRADE
VIC1,2021/08/20 08:00:00,5916.9,30.57,TRADE
VIC1,2021/08/20 08:30:00,6122.96,30.72,TRADE
VIC1,2021/08/20 09:00:00,6183.58,28.52,TRADE
VIC1,2021/08/20 09:30:00,6179.44,29.15,TRADE
VIC1,2021/08/20 10:00:00,6107.33,35.16,TRADE
VIC1,2021/08/20 10:30:00,6103.37,24.35,TRADE
VIC1,2021/08/20 11:00:00,5998.22,9.81,TRADE
VIC1,2021/08/20 11:30:00,5799.19,7.67,TRADE
VIC1,2021/08/20 12:00:00,5380.17,-11.69,TRADE
VIC1,2021/08/20 12:30:00,5242.87,-0.19,TRADE
VIC1,2021/08/20 13:00:00,5315.54,7.87,TRADE
VIC1,2021/08/20 13:30:00,5471.43,11.58,TRADE
VIC1,2021/08/20 14:00:00,5134.94,0.88,TRADE
VIC1,2021/08/20 14:30:00,4845.35,-24.98,TRADE
VIC1,2021/08/20 15:00:00,4655.93,7.28,TRADE
VIC1,2021/08/20 15:30:00,4684.96,-18.23,TRADE
VIC1,2021/08/20 16:00:00,5013.88,6.52,TRADE
VIC1,2021/08/20 16:30:00,5252.55,21.66,TRADE
VIC1,2021/08/20 17:00:00,5570.55,83.33,TRADE
VIC1,2021/08/20 17:30:00,5871.57,79.62,TRADE
VIC1,2021/08/20 18:00:00,6176.11,118.51,TRADE
VIC1,2021/08/20 18:30:00,6329.19,97.64,TRADE
VIC1,2021/08/20 19:00:00,6331.48,79.69,TRADE
VIC1,2021/08/20 19:30:00,6202.13,72.30,TRADE
VIC1,2021/08/20 20:00:00,6055.8,72.65,TRADE
VIC1,2021/08/20 20:30:00,5898.17,79.65,TRADE
VIC1,2021/08/20 21:00:00,5783.73,74.34,TRADE
VIC1,2021/08/20 21:30:00,5586.35,93.20,TRADE
VIC1,2021/08/20 22:00:00,5438.69,82.29,TRADE
VIC1,2021/08/20 22:30:00,5256.34,108.67,TRADE
VIC1,2021/08/20 23:00:00,5093.04,94.86,TRADE
VIC1,2021/08/20 23:30:00,5184.46,78.74,TRADE
VIC1,2021/08/21 00:00:00,5112.61,80.86,TRADE
VIC1,2021/08/21 00:30:00,4824.7,70.73,TRADE
VIC1,2021/08/21 01:00:00,4654.99,64.33,TRADE
VIC1,2021/08/21 01:30:00,4520.01,67.70,TRADE
VIC1,2021/08/21 02:00:00,4339.2,41.56,TRADE
VIC1,2021/08/21 02:30:00,4184.41,26.09,TRADE
VIC1,2021/08/21 03:00:00,4023.45,24.89,TRADE
VIC1,2021/08/21 03:30:00,3938.27,12.74,TRADE
VIC1,2021/08/21 04:00:00,3887.5,0.39,TRADE
VIC1,2021/08/21 04:30:00,3911.57,4.38,TRADE
VIC1,2021/08/21 05:00:00,3934.8,6.33,TRADE
VIC1,2021/08/21 05:30:00,4046.42,20.11,TRADE
VIC1,2021/08/21 06:00:00,4149.24,30.16,TRADE
VIC1,2021/08/21 06:30:00,4335.1,42.39,TRADE
VIC1,2021/08/21 07:00:00,4474.44,48.78,TRADE
VIC1,2021/08/21 07:30:00,4498.17,47.04,TRADE
VIC1,2021/08/21 08:00:00,4513.13,35.17,TRADE
VIC1,2021/08/21 08:30:00,4478.89,9.29,TRADE
VIC1,2021/08/21 09:00:00,4276.39,-14.70,TRADE
VIC1,2021/08/21 09:30:00,4071.64,-23.70,TRADE
VIC1,2021/08/21 10:00:00,3795.24,-46.50,TRADE
VIC1,2021/08/21 10:30:00,3550.39,-28.37,TRADE
VIC1,2021/08/21 11:00:00,3462.52,-25.34,TRADE
VIC1,2021/08/21 11:30:00,3307.67,-27.78,TRADE
VIC1,2021/08/21 12:00:00,3202.3,-42.89,TRADE
VIC1,2021/08/21 12:30:00,3227.95,-43.03,TRADE
VIC1,2021/08/21 13:00:00,3240.39,-36.24,TRADE
VIC1,2021/08/21 13:30:00,3252.4,-36.61,TRADE
VIC1,2021/08/21 14:00:00,3273.77,-38.69,TRADE
VIC1,2021/08/21 14:30:00,3421.11,-18.19,TRADE
VIC1,2021/08/21 15:00:00,3574.49,-16.92,TRADE
VIC1,2021/08/21 15:30:00,3795.6,-9.86,TRADE
VIC1,2021/08/21 16:00:00,4002.85,-0.63,TRADE
VIC1,2021/08/21 16:30:00,4266.91,-14.29,TRADE
VIC1,2021/08/21 17:00:00,4624.87,16.31,TRADE
VIC1,2021/08/21 17:30:00,4969.42,84.89,TRADE
VIC1,2021/08/21 18:00:00,5339.86,93.01,TRADE
VIC1,2021/08/21 18:30:00,5628.25,100.71,TRADE
VIC1,2021/08/21 19:00:00,5705.47,103.32,TRADE
VIC1,2021/08/21 19:30:00,5551.85,72.38,TRADE
VIC1,2021/08/21 20:00:00,5452.1,73.25,TRADE
VIC1,2021/08/21 20:30:00,5293.28,81.50,TRADE
VIC1,2021/08/21 21:00:00,5213.13,91.97,TRADE
VIC1,2021/08/21 21:30:00,5058.39,101.54,TRADE
VIC1,2021/08/21 22:00:00,4911.37,103.84,TRADE
VIC1,2021/08/21 22:30:00,4791.63,85.45,TRADE
VIC1,2021/08/21 23:00:00,4683.76,78.44,TRADE
VIC1,2021/08/21 23:30:00,4822.24,72.51,TRADE
VIC1,2021/08/22 00:00:00,4720.37,70.62,TRADE
